  9809     SPring-8 14b2 
 Cu-K_Cu-foil_S  14.06.25 17:41 - 14.06.25 17:45
 Cu-foil                                                                         
 Ring :   8.0 GeV    99.5 mA -   99.5 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 26.09900 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 4577
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       26.00000  21.10000    -0.001070       0.05      4577
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3
      Mode         0         0         1         2
    Offset         0         0   134.300   117.200
  25.37940  25.37841     0.050      1984      9430
  25.37833  25.37721     0.050      1979      9414
  25.37726  25.37603     0.050      1983      9447
  25.37619  25.37487     0.050      1982      9439
  25.37512  25.37379     0.050      1982      9435
  25.37405  25.37277     0.050      1983      9445
  25.37298  25.37184     0.050      1990      9478
  25.37191  25.37091     0.050      1985      9454
  25.37084  25.36993     0.050      1986      9463
  25.36977  25.36882     0.050      1989      9472
  25.36870  25.36762     0.050      1993      9492
  25.36763  25.36643     0.050      1988      9473
  25.36656  25.36525     0.050      1993      9494
  25.36549  25.36415     0.050      1997      9510
  25.36442  25.36311     0.050      1990      9500
  25.36335  25.36215     0.050      1992      9502
  25.36228  25.36123     0.050      1995      9510
  25.36121  25.36027     0.050      1994      9515
  25.36014  25.35921     0.050      1995      9511
  25.35907  25.35802     0.050      1997      9528
  25.35800  25.35682     0.050      1996      9519
  25.35693  25.35565     0.050      1991      9514
  25.35586  25.35452     0.050      2001      9542
  25.35479  25.35346     0.050      2001      9552
  25.35372  25.35248     0.050      1998      9537
  25.35265  25.35156     0.050      2000      9558
  25.35158  25.35062     0.050      2005      9576
  25.35051  25.34961     0.050      1999      9555
  25.34944  25.34847     0.050      2005      9574
  25.34837  25.34727     0.050      2002      9567
  25.34730  25.34608     0.050      2006      9584
  25.34623  25.34492     0.050      2002      9570
  25.34516  25.34384     0.050      2005      9592
  25.34409  25.34282     0.050      2007      9602
  25.34302  25.34188     0.050      2004      9587
  25.34195  25.34095     0.050      2010      9609
  25.34088  25.33998     0.050      2013      9629
  25.33981  25.33888     0.050      2009      9621
  25.33874  25.33768     0.050      2008      9608
  25.33767  25.33648     0.050      2017      9655
  25.33660  25.33531     0.050      2015      9646
  25.33553  25.33420     0.050      2011      9632
  25.33446  25.33315     0.050      2020      9668
  25.33339  25.33219     0.050      2018      9661
  25.33232  25.33127     0.050      2015      9650
  25.33125  25.33031     0.050      2019      9673
  25.33018  25.32926     0.050      2022      9682
  25.32911  25.32808     0.050      2018      9671
  25.32804  25.32689     0.050      2023      9683
  25.32697  25.32572     0.050      2027      9706
  25.32590  25.32459     0.050      2023      9696
  25.32483  25.32353     0.050      2020      9685
  25.32376  25.32253     0.050      2023      9708
  25.32269  25.32162     0.050      2026      9710
  25.32162  25.32068     0.050      2023      9697
  25.32055  25.31969     0.050      2026      9724
  25.31948  25.31855     0.050      2029      9732
  25.31841  25.31736     0.050      2024      9711
  25.31734  25.31617     0.050      2025      9718
  25.31627  25.31501     0.050      2028      9731
  25.31520  25.31392     0.050      2026      9731
  25.31413  25.31289     0.050      2025      9725
  25.31306  25.31195     0.050      2031      9747
  25.31199  25.31102     0.050      2027      9747
  25.31092  25.31005     0.050      2028      9740
  25.30985  25.30896     0.050      2028      9743
  25.30878  25.30777     0.050      2032      9771
  25.30771  25.30657     0.050      2028      9756
  25.30664  25.30539     0.050      2032      9769
  25.30557  25.30428     0.050      2035      9788
  25.30450  25.30323     0.050      2034      9782
  25.30343  25.30226     0.050      2032      9768
  25.30236  25.30135     0.050      2036      9791
  25.30129  25.30040     0.050      2036      9789
  25.30022  25.29936     0.050      2031      9780
  25.29915  25.29820     0.050      2034      9793
  25.29808  25.29701     0.050      2032      9789
  25.29701  25.29583     0.050      2027      9756
  25.29594  25.29469     0.050      2016      9711
  25.29487  25.29362     0.050      1996      9602
  25.29380  25.29262     0.050      1969      9486
  25.29273  25.29170     0.050      1974      9503
  25.29166  25.29077     0.050      1996      9613
  25.29059  25.28978     0.050      2028      9764
  25.28952  25.28865     0.050      2054      9888
  25.28845  25.28745     0.050      2066      9952
  25.28738  25.28626     0.050      2067      9961
  25.28631  25.28510     0.050      2063      9937
  25.28524  25.28400     0.050      2061      9932
  25.28417  25.28297     0.050      2061      9938
  25.28310  25.28202     0.050      2064      9952
  25.28203  25.28110     0.050      2056      9931
  25.28096  25.28013     0.050      2061      9935
  25.27989  25.27906     0.050      2065      9961
  25.27882  25.27787     0.050      2061      9931
  25.27775  25.27667     0.050      2059      9942
  25.27668  25.27549     0.050      2066      9966
  25.27561  25.27437     0.050      2063      9963
  25.27454  25.27331     0.050      2060      9945
  25.27347  25.27234     0.050      2065      9970
  25.27240  25.27143     0.050      2065      9970
  25.27133  25.27048     0.050      2062      9962
  25.27026  25.26946     0.050      2063      9968
  25.26919  25.26830     0.050      2069      9993
  25.26812  25.26710     0.050      2067      9982
  25.26705  25.26592     0.050      2065      9980
  25.26598  25.26477     0.050      2072     10014
  25.26491  25.26370     0.050      2069      9995
  25.26384  25.26269     0.050      2069     10002
  25.26277  25.26176     0.050      2071     10013
  25.26170  25.26083     0.050      2077     10042
  25.26063  25.25984     0.050      2071     10017
  25.25956  25.25872     0.050      2072     10023
  25.25849  25.25752     0.050      2080     10051
  25.25742  25.25633     0.050      2077     10050
  25.25635  25.25516     0.050      2075     10039
  25.25528  25.25406     0.050      2080     10059
  25.25421  25.25302     0.050      2081     10067
  25.25314  25.25208     0.050      2074     10040
  25.25207  25.25115     0.050      2080     10072
  25.25100  25.25019     0.050      2080     10076
  25.24993  25.24911     0.050      2079     10065
  25.24886  25.24792     0.050      2081     10078
  25.24779  25.24672     0.050      2087     10104
  25.24672  25.24554     0.050      2081     10081
  25.24565  25.24442     0.050      2080     10084
  25.24458  25.24337     0.050      2087     10109
  25.24351  25.24239     0.050      2083     10102
  25.24244  25.24148     0.050      2082     10095
  25.24137  25.24053     0.050      2087     10120
  25.24030  25.23951     0.050      2089     10133
  25.23923  25.23836     0.050      2087     10116
  25.23816  25.23716     0.050      2087     10128
  25.23709  25.23598     0.050      2091     10149
  25.23602  25.23483     0.050      2089     10134
  25.23495  25.23375     0.050      2089     10131
  25.23388  25.23273     0.050      2091     10152
  25.23281  25.23180     0.050      2091     10154
  25.23174  25.23087     0.050      2089     10140
  25.23067  25.22989     0.050      2094     10161
  25.22960  25.22877     0.050      2096     10180
  25.22853  25.22757     0.050      2094     10172
  25.22746  25.22638     0.050      2093     10171
  25.22639  25.22520     0.050      2096     10182
  25.22532  25.22410     0.050      2095     10182
  25.22425  25.22306     0.050      2096     10176
  25.22318  25.22211     0.050      2098     10196
  25.22211  25.22118     0.050      2094     10185
  25.22104  25.22022     0.050      2094     10178
  25.21997  25.21915     0.050      2100     10206
  25.21890  25.21796     0.050      2097     10203
  25.21783  25.21676     0.050      2097     10193
  25.21676  25.21559     0.050      2093     10187
  25.21569  25.21447     0.050      2099     10218
  25.21462  25.21341     0.050      2099     10208
  25.21355  25.21243     0.050      2094     10198
  25.21248  25.21152     0.050      2094     10198
  25.21141  25.21058     0.050      2095     10187
  25.21034  25.20956     0.050      2087     10158
  25.20927  25.20840     0.050      2084     10142
  25.20820  25.20721     0.050      2078     10118
  25.20713  25.20602     0.050      2064     10046
  25.20606  25.20487     0.050      2034      9900
  25.20499  25.20379     0.050      1960      9550
  25.20392  25.20277     0.050      1901      9260
  25.20285  25.20183     0.050      1992      9705
  25.20178  25.20090     0.050      2136     10411
  25.20071  25.19992     0.050      2182     10627
  25.19964  25.19880     0.050      2166     10563
  25.19857  25.19760     0.050      2159     10527
  25.19750  25.19641     0.050      2154     10496
  25.19643  25.19524     0.050      2147     10469
  25.19536  25.19413     0.050      2149     10473
  25.19429  25.19308     0.050      2146     10464
  25.19322  25.19213     0.050      2144     10462
  25.19215  25.19121     0.050      2141     10451
  25.19108  25.19025     0.050      2144     10469
  25.19001  25.18919     0.050      2141     10447
  25.18894  25.18801     0.050      2144     10463
  25.18787  25.18681     0.050      2146     10470
  25.18680  25.18563     0.050      2145     10475
  25.18573  25.18451     0.050      2139     10451
  25.18466  25.18345     0.050      2143     10471
  25.18359  25.18246     0.050      2147     10487
  25.18252  25.18155     0.050      2143     10473
  25.18145  25.18061     0.050      2144     10480
  25.18038  25.17959     0.050      2146     10490
  25.17931  25.17844     0.050      2146     10485
  25.17824  25.17724     0.050      2146     10486
  25.17717  25.17605     0.050      2148     10509
  25.17610  25.17489     0.050      2150     10508
  25.17503  25.17380     0.050      2145     10492
  25.17396  25.17278     0.050      2149     10516
  25.17289  25.17184     0.050      2153     10532
  25.17182  25.17091     0.050      2153     10535
  25.17075  25.16993     0.050      2148     10520
  25.16968  25.16882     0.050      2152     10528
  25.16861  25.16762     0.050      2153     10529
  25.16754  25.16641     0.050      2152     10528
  25.16647  25.16524     0.050      2154     10553
  25.16540  25.16413     0.050      2154     10545
  25.16433  25.16309     0.050      2149     10534
  25.16326  25.16213     0.050      2158     10575
  25.16219  25.16121     0.050      2161     10590
  25.16112  25.16025     0.050      2160     10578
  25.16005  25.15920     0.050      2158     10581
  25.15898  25.15801     0.050      2164     10606
  25.15791  25.15681     0.050      2165     10606
  25.15684  25.15563     0.050      2164     10610
  25.15577  25.15450     0.050      2172     10647
  25.15470  25.15344     0.050      2167     10620
  25.15363  25.15245     0.050      2135     10465
  25.15256  25.15153     0.050      2097     10289
  25.15149  25.15059     0.050      2071     10150
  25.15042  25.14957     0.050      2042     10025
  25.14935  25.14842     0.050      2035      9985
  25.14828  25.14721     0.050      2011      9875
  25.14721  25.14602     0.050      2050     10069
  25.14614  25.14487     0.050      2141     10507
  25.14507  25.14378     0.050      2124     10436
  25.14400  25.14275     0.050      2058     10106
  25.14293  25.14182     0.050      2055     10093
  25.14186  25.14089     0.050      2130     10463
  25.14079  25.13990     0.050      2176     10690
  25.13972  25.13878     0.050      2169     10662
  25.13865  25.13758     0.050      2132     10472
  25.13758  25.13638     0.050      2118     10409
  25.13651  25.13520     0.050      2119     10412
  25.13544  25.13410     0.050      2116     10396
  25.13437  25.13306     0.050      2147     10563
  25.13330  25.13211     0.050      2170     10670
  25.13223  25.13119     0.050      2149     10566
  25.13116  25.13023     0.050      2096     10308
  25.13009  25.12917     0.050      2073     10197
  25.12902  25.12799     0.050      2115     10403
  25.12795  25.12679     0.050      2154     10598
  25.12688  25.12561     0.050      2134     10495
  25.12581  25.12448     0.050      2078     10229
  25.12474  25.12342     0.050      2128     10470
  25.12367  25.12243     0.050      2202     10839
  25.12260  25.12150     0.050      2166     10655
  25.12153  25.12055     0.050      2135     10518
  25.12046  25.11953     0.050      2126     10468
  25.11939  25.11837     0.050      2124     10457
  25.11832  25.11717     0.050      2140     10533
  25.11725  25.11598     0.050      2164     10656
  25.11618  25.11482     0.050      2180     10732
  25.11511  25.11373     0.050      2181     10745
  25.11404  25.11271     0.050      2183     10757
  25.11297  25.11178     0.050      2188     10788
  25.11190  25.11084     0.050      2190     10787
  25.11083  25.10984     0.050      2188     10786
  25.10976  25.10872     0.050      2194     10813
  25.10869  25.10752     0.050      2192     10819
  25.10762  25.10632     0.050      2187     10792
  25.10655  25.10515     0.050      2194     10819
  25.10548  25.10405     0.050      2198     10835
  25.10441  25.10302     0.050      2198     10835
  25.10334  25.10207     0.050      2194     10821
  25.10227  25.10115     0.050      2198     10850
  25.10120  25.10019     0.050      2196     10839
  25.10013  25.09911     0.050      2195     10832
  25.09906  25.09792     0.050      2199     10847
  25.09799  25.09672     0.050      2202     10874
  25.09692  25.09554     0.050      2201     10860
  25.09585  25.09442     0.050      2200     10854
  25.09478  25.09336     0.050      2205     10893
  25.09371  25.09238     0.050      2206     10886
  25.09264  25.09145     0.050      2201     10872
  25.09157  25.09050     0.050      2204     10879
  25.09050  25.08948     0.050      2209     10900
  25.08943  25.08831     0.050      2203     10880
  25.08836  25.08711     0.050      2204     10899
  25.08729  25.08592     0.050      2203     10886
  25.08622  25.08477     0.050      2205     10899
  25.08515  25.08369     0.050      2201     10889
  25.08408  25.08267     0.050      2207     10912
  25.08301  25.08174     0.050      2206     10916
  25.08194  25.08080     0.050      2205     10906
  25.08087  25.07981     0.050      2206     10910
  25.07980  25.07869     0.050      2209     10923
  25.07873  25.07748     0.050      2202     10889
  25.07766  25.07629     0.050      2198     10880
  25.07659  25.07513     0.050      2201     10890
  25.07552  25.07404     0.050      2195     10864
  25.07445  25.07300     0.050      2182     10799
  25.07338  25.07205     0.050      2173     10744
  25.07231  25.07113     0.050      2136     10574
  25.07124  25.07017     0.050      2054     10158
  25.07017  25.06909     0.050      2007      9929
  25.06910  25.06790     0.050      2113     10454
  25.06803  25.06670     0.050      2238     11089
  25.06696  25.06552     0.050      2270     11234
  25.06589  25.06440     0.050      2267     11224
