  9809     SPring-8 14b2 
 Pb-L21_PbTe_Si  21.02.10 08:03 - 21.02.10 08:09
 PbTe                                                                            
 Ring :   8.0 GeV    99.6 mA -   99.6 mA
 Mono :   SI(311)       D=  1.63747 A    Initial angle= 14.92483 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6727
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1       14.74500  12.58000    -0.000330       0.05      6727
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   229.200   251.100   177.000
  13.54380  13.59576     0.050     23558     17859      2030
  13.54347  13.59538     0.050     23648     17927      2042
  13.54314  13.59502     0.050     23564     17867      2031
  13.54281  13.59467     0.050     23527     17847      2029
  13.54248  13.59434     0.050     23540     17863      2033
  13.54215  13.59398     0.050     23570     17878      2034
  13.54182  13.59362     0.050     23524     17847      2032
  13.54149  13.59326     0.050     23540     17879      2037
  13.54116  13.59289     0.050     23553     17881      2035
  13.54083  13.59255     0.050     23504     17849      2033
  13.54050  13.59222     0.050     23532     17858      2032
  13.54017  13.59191     0.050     23597     17923      2040
  13.53984  13.59159     0.050     23564     17890      2038
  13.53951  13.59127     0.050     23442     17795      2029
  13.53918  13.59095     0.050     23576     17903      2041
  13.53885  13.59063     0.050     23568     17910      2043
  13.53852  13.59032     0.050     23446     17812      2032
  13.53819  13.59003     0.050     23496     17856      2037
  13.53786  13.58976     0.050     23581     17912      2042
  13.53753  13.58949     0.050     23519     17868      2038
  13.53720  13.58923     0.050     23442     17824      2032
  13.53687  13.58897     0.050     23537     17899      2042
  13.53654  13.58869     0.050     23540     17902      2042
  13.53621  13.58840     0.050     23465     17849      2036
  13.53588  13.58812     0.050     23512     17887      2040
  13.53555  13.58783     0.050     23513     17888      2042
  13.53522  13.58755     0.050     23464     17851      2039
  13.53489  13.58726     0.050     23467     17860      2040
  13.53456  13.58695     0.050     23483     17870      2039
  13.53423  13.58661     0.050     23521     17903      2045
  13.53390  13.58625     0.050     23465     17861      2039
  13.53357  13.58587     0.050     23484     17884      2041
  13.53324  13.58549     0.050     23450     17857      2041
  13.53291  13.58512     0.050     23442     17855      2038
  13.53258  13.58477     0.050     23450     17861      2042
  13.53225  13.58443     0.050     23471     17870      2041
  13.53192  13.58408     0.050     23406     17830      2041
  13.53159  13.58373     0.050     23466     17876      2046
  13.53126  13.58336     0.050     23524     17930      2049
  13.53093  13.58299     0.050     23385     17819      2039
  13.53060  13.58264     0.050     23406     17832      2042
  13.53027  13.58231     0.050     23502     17913      2050
  13.52994  13.58199     0.050     23470     17894      2046
  13.52961  13.58167     0.050     23422     17855      2045
  13.52928  13.58135     0.050     23421     17857      2043
  13.52895  13.58103     0.050     23493     17914      2051
  13.52862  13.58071     0.050     23414     17860      2045
  13.52829  13.58040     0.050     23398     17847      2047
  13.52796  13.58010     0.050     23423     17861      2046
  13.52763  13.57983     0.050     23431     17873      2048
  13.52730  13.57956     0.050     23364     17823      2042
  13.52697  13.57930     0.050     23408     17866      2046
  13.52664  13.57903     0.050     23433     17879      2051
  13.52631  13.57876     0.050     23368     17842      2045
  13.52598  13.57848     0.050     23374     17849      2046
  13.52565  13.57819     0.050     23401     17864      2048
  13.52532  13.57790     0.050     23385     17852      2047
  13.52499  13.57762     0.050     23303     17793      2040
  13.52466  13.57733     0.050     23424     17894      2053
  13.52433  13.57702     0.050     23384     17864      2051
  13.52400  13.57669     0.050     23368     17858      2048
  13.52367  13.57633     0.050     23341     17833      2044
  13.52334  13.57595     0.050     23466     17925      2058
  13.52301  13.57557     0.050     23348     17843      2047
  13.52268  13.57520     0.050     23281     17798      2045
  13.52235  13.57485     0.050     23368     17856      2050
  13.52202  13.57451     0.050     23444     17923      2057
  13.52169  13.57416     0.050     23338     17845      2049
  13.52136  13.57379     0.050     23349     17858      2053
  13.52103  13.57342     0.050     23363     17882      2056
  13.52070  13.57306     0.050     23368     17881      2054
  13.52037  13.57271     0.050     23323     17848      2050
  13.52004  13.57238     0.050     23319     17838      2050
  13.51971  13.57205     0.050     23357     17877      2055
  13.51938  13.57173     0.050     23350     17861      2053
  13.51905  13.57141     0.050     23330     17861      2053
  13.51872  13.57109     0.050     23286     17836      2050
  13.51839  13.57077     0.050     23300     17841      2050
  13.51806  13.57046     0.050     23315     17857      2053
  13.51773  13.57016     0.050     23272     17829      2047
  13.51740  13.56988     0.050     23213     17783      2043
  13.51707  13.56961     0.050     23222     17794      2048
  13.51674  13.56935     0.050     23299     17848      2055
  13.51641  13.56909     0.050     23249     17816      2048
  13.51608  13.56882     0.050     23198     17790      2047
  13.51575  13.56854     0.050     23295     17866      2057
  13.51542  13.56825     0.050     23251     17825      2050
  13.51509  13.56796     0.050     23243     17830      2052
  13.51476  13.56768     0.050     23249     17831      2054
  13.51443  13.56740     0.050     23276     17850      2057
  13.51410  13.56710     0.050     23234     17842      2055
  13.51377  13.56677     0.050     23192     17798      2050
  13.51344  13.56642     0.050     23207     17806      2051
  13.51311  13.56604     0.050     23206     17819      2055
  13.51278  13.56566     0.050     23198     17802      2050
  13.51245  13.56529     0.050     23243     17838      2056
  13.51212  13.56494     0.050     23220     17838      2058
  13.51179  13.56460     0.050     23244     17852      2057
  13.51146  13.56425     0.050     23245     17853      2058
  13.51113  13.56390     0.050     23190     17806      2048
  13.51080  13.56353     0.050     23194     17828      2053
  13.51047  13.56317     0.050     23218     17829      2056
  13.51014  13.56281     0.050     23242     17878      2060
  13.50981  13.56247     0.050     23206     17827      2058
  13.50948  13.56214     0.050     23166     17813      2058
  13.50915  13.56182     0.050     23264     17892      2062
  13.50882  13.56151     0.050     23182     17822      2057
  13.50849  13.56119     0.050     23234     17864      2061
  13.50816  13.56087     0.050     23199     17850      2061
  13.50783  13.56055     0.050     23207     17857      2061
  13.50750  13.56024     0.050     23218     17861      2063
  13.50717  13.55996     0.050     23206     17858      2062
  13.50684  13.55969     0.050     23178     17839      2061
  13.50651  13.55943     0.050     23220     17859      2062
  13.50618  13.55916     0.050     23231     17891      2067
  13.50585  13.55889     0.050     23183     17850      2060
  13.50552  13.55861     0.050     23184     17870      2065
  13.50519  13.55832     0.050     23125     17812      2058
  13.50486  13.55804     0.050     23197     17874      2063
  13.50453  13.55776     0.050     23187     17872      2064
  13.50420  13.55747     0.050     23102     17800      2056
  13.50387  13.55718     0.050     23081     17797      2057
  13.50354  13.55686     0.050     23166     17851      2066
  13.50321  13.55651     0.050     23112     17813      2057
  13.50288  13.55614     0.050     23109     17815      2060
  13.50255  13.55576     0.050     23205     17882      2069
  13.50222  13.55539     0.050     23158     17854      2067
  13.50189  13.55503     0.050     23144     17848      2067
  13.50156  13.55468     0.050     23130     17844      2067
  13.50123  13.55434     0.050     23119     17837      2064
  13.50090  13.55399     0.050     23161     17875      2071
  13.50057  13.55362     0.050     23091     17812      2062
  13.50024  13.55325     0.050     23130     17849      2068
  13.49991  13.55289     0.050     23074     17807      2062
  13.49958  13.55255     0.050     23141     17859      2071
  13.49925  13.55222     0.050     23086     17834      2063
  13.49892  13.55190     0.050     23033     17781      2061
  13.49859  13.55158     0.050     23115     17856      2069
  13.49826  13.55127     0.050     23142     17884      2072
  13.49793  13.55094     0.050     23115     17852      2070
  13.49760  13.55062     0.050     23062     17810      2067
  13.49727  13.55031     0.050     23084     17840      2068
  13.49694  13.55002     0.050     23110     17864      2072
  13.49661  13.54975     0.050     23067     17837      2066
  13.49628  13.54948     0.050     23056     17821      2066
  13.49595  13.54922     0.050     23061     17827      2068
  13.49562  13.54895     0.050     23052     17830      2066
  13.49529  13.54867     0.050     23068     17841      2069
  13.49496  13.54839     0.050     23041     17822      2069
  13.49463  13.54810     0.050     23052     17832      2070
  13.49430  13.54781     0.050     23017     17808      2069
  13.49397  13.54753     0.050     23061     17844      2072
  13.49364  13.54724     0.050     23029     17809      2067
  13.49331  13.54692     0.050     23011     17814      2071
  13.49298  13.54658     0.050     23020     17825      2069
  13.49265  13.54622     0.050     23061     17860      2074
  13.49232  13.54583     0.050     23034     17828      2070
  13.49199  13.54545     0.050     22967     17782      2066
  13.49166  13.54509     0.050     23080     17872      2078
  13.49133  13.54474     0.050     22983     17804      2068
  13.49100  13.54440     0.050     22973     17806      2070
  13.49067  13.54405     0.050     23019     17835      2075
  13.49034  13.54369     0.050     23040     17865      2076
  13.49001  13.54332     0.050     23010     17827      2073
  13.48968  13.54296     0.050     22988     17817      2073
  13.48935  13.54261     0.050     22992     17829      2074
  13.48902  13.54228     0.050     23037     17866      2079
  13.48869  13.54196     0.050     22979     17823      2073
