  9809     SPring-8 14b2 
 Pb-L21_Pb3O4_S  21.02.10 01:11 - 21.02.10 01:17
 Pb3O4                                                                           
 Ring :   8.0 GeV    99.6 mA -   99.5 mA
 Mono :   SI(111)       D=  3.13551 A    Initial angle=  7.72956 deg
 14b2      Transmission( 2)   Repetition=  1     Points= 6730
 Param file :                 angle axis (1)     Block =    1

 Block      Init-ang  final-ang     Step/deg     Time/s       Num
     1        7.64000   6.53000    -0.000170       0.05      6730
 Ortec( 0)     NDCH = 3
  Angle(c)  Angle(o)    time/s         2         3         4
      Mode         0         0         1         2         3
    Offset         0         0   211.100   256.500   176.500
   6.88520   6.92086     0.050     12382     11986     15296
   6.88503   6.92069     0.050     12366     11972     15291
   6.88486   6.92050     0.050     12394     12001     15326
   6.88469   6.92032     0.050     12378     11990     15310
   6.88452   6.92013     0.050     12373     11983     15306
   6.88435   6.91993     0.050     12369     11983     15311
   6.88418   6.91974     0.050     12386     12001     15330
   6.88401   6.91954     0.050     12362     11977     15299
   6.88384   6.91935     0.050     12368     11985     15310
   6.88367   6.91917     0.050     12380     11996     15341
   6.88350   6.91899     0.050     12376     11993     15335
   6.88333   6.91882     0.050     12361     11983     15315
   6.88316   6.91864     0.050     12367     11990     15322
   6.88299   6.91847     0.050     12372     11997     15335
   6.88282   6.91830     0.050     12358     11987     15330
   6.88265   6.91812     0.050     12363     11989     15337
   6.88248   6.91794     0.050     12360     11990     15339
   6.88231   6.91776     0.050     12364     11996     15344
   6.88214   6.91757     0.050     12359     11990     15334
   6.88197   6.91737     0.050     12364     11999     15346
   6.88180   6.91718     0.050     12363     11998     15354
   6.88163   6.91700     0.050     12355     11993     15349
   6.88146   6.91682     0.050     12350     11990     15343
   6.88129   6.91665     0.050     12357     11997     15360
   6.88112   6.91648     0.050     12353     11996     15360
   6.88095   6.91631     0.050     12352     11997     15370
   6.88078   6.91614     0.050     12361     12004     15373
   6.88061   6.91598     0.050     12345     11991     15359
   6.88044   6.91582     0.050     12351     11999     15372
   6.88027   6.91565     0.050     12357     12009     15389
   6.88010   6.91549     0.050     12352     12001     15376
   6.87993   6.91532     0.050     12345     11997     15380
   6.87976   6.91516     0.050     12350     12007     15391
   6.87959   6.91499     0.050     12352     12008     15393
   6.87942   6.91482     0.050     12342     11998     15379
   6.87925   6.91466     0.050     12350     12010     15398
   6.87908   6.91450     0.050     12349     12013     15408
   6.87891   6.91434     0.050     12337     12002     15390
   6.87874   6.91419     0.050     12330     11995     15392
   6.87857   6.91404     0.050     12345     12009     15405
   6.87840   6.91390     0.050     12347     12015     15412
   6.87823   6.91376     0.050     12326     11995     15396
   6.87806   6.91362     0.050     12337     12007     15407
   6.87789   6.91349     0.050     12344     12016     15429
   6.87772   6.91336     0.050     12322     11998     15398
   6.87755   6.91322     0.050     12326     12002     15412
   6.87738   6.91309     0.050     12341     12017     15432
   6.87721   6.91295     0.050     12321     12001     15409
   6.87704   6.91281     0.050     12319     11999     15410
   6.87687   6.91267     0.050     12328     12011     15425
   6.87670   6.91253     0.050     12326     12010     15424
   6.87653   6.91238     0.050     12330     12014     15441
   6.87636   6.91224     0.050     12322     12008     15435
   6.87619   6.91209     0.050     12336     12022     15456
   6.87602   6.91194     0.050     12322     12013     15440
   6.87585   6.91180     0.050     12316     12009     15435
   6.87568   6.91166     0.050     12320     12013     15440
   6.87551   6.91152     0.050     12313     12009     15444
   6.87534   6.91138     0.050     12311     12010     15436
   6.87517   6.91123     0.050     12315     12013     15447
   6.87500   6.91107     0.050     12307     12009     15451
   6.87483   6.91091     0.050     12309     12011     15447
   6.87466   6.91074     0.050     12314     12018     15459
   6.87449   6.91057     0.050     12314     12019     15466
   6.87432   6.91039     0.050     12299     12004     15451
   6.87415   6.91020     0.050     12315     12024     15473
   6.87398   6.91000     0.050     12304     12017     15465
   6.87381   6.90981     0.050     12294     12006     15460
   6.87364   6.90961     0.050     12296     12012     15478
   6.87347   6.90943     0.050     12317     12030     15495
   6.87330   6.90924     0.050     12295     12012     15467
   6.87313   6.90906     0.050     12299     12015     15478
   6.87296   6.90889     0.050     12303     12024     15490
   6.87279   6.90872     0.050     12298     12020     15485
   6.87262   6.90855     0.050     12281     12005     15476
   6.87245   6.90837     0.050     12285     12010     15475
   6.87228   6.90819     0.050     12285     12012     15486
   6.87211   6.90801     0.050     12272     12005     15478
   6.87194   6.90783     0.050     12257     11989     15470
   6.87177   6.90764     0.050     12248     11981     15448
   6.87160   6.90745     0.050     12233     11966     15434
   6.87143   6.90726     0.050     12199     11937     15401
   6.87126   6.90708     0.050     12186     11926     15382
   6.87109   6.90690     0.050     12166     11909     15367
   6.87092   6.90672     0.050     12125     11872     15316
   6.87075   6.90654     0.050     12103     11848     15290
   6.87058   6.90637     0.050     12096     11845     15286
   6.87041   6.90621     0.050     12054     11803     15240
   6.87024   6.90605     0.050     12050     11802     15234
   6.87007   6.90588     0.050     12039     11796     15228
   6.86990   6.90572     0.050     12031     11788     15221
   6.86973   6.90555     0.050     12022     11780     15219
   6.86956   6.90539     0.050     12033     11791     15229
   6.86939   6.90523     0.050     12036     11801     15245
   6.86922   6.90506     0.050     12044     11805     15251
   6.86905   6.90490     0.050     12063     11826     15286
   6.86888   6.90473     0.050     12083     11848     15314
   6.86871   6.90457     0.050     12104     11870     15339
   6.86854   6.90440     0.050     12128     11896     15372
   6.86837   6.90425     0.050     12163     11929     15417
   6.86820   6.90410     0.050     12187     11954     15455
   6.86803   6.90395     0.050     12193     11963     15473
   6.86786   6.90381     0.050     12226     11996     15511
   6.86769   6.90368     0.050     12239     12014     15539
   6.86752   6.90354     0.050     12242     12015     15541
   6.86735   6.90341     0.050     12274     12049     15588
   6.86718   6.90328     0.050     12294     12072     15614
   6.86701   6.90314     0.050     12280     12058     15602
   6.86684   6.90300     0.050     12280     12062     15608
   6.86667   6.90286     0.050     12293     12078     15636
   6.86650   6.90272     0.050     12272     12060     15606
   6.86633   6.90258     0.050     12279     12066     15622
   6.86616   6.90244     0.050     12284     12074     15626
   6.86599   6.90229     0.050     12287     12079     15644
   6.86582   6.90214     0.050     12283     12075     15637
   6.86565   6.90200     0.050     12263     12056     15617
   6.86548   6.90186     0.050     12281     12075     15645
   6.86531   6.90172     0.050     12276     12072     15644
   6.86514   6.90157     0.050     12261     12059     15624
   6.86497   6.90143     0.050     12276     12077     15650
   6.86480   6.90128     0.050     12277     12079     15659
   6.86463   6.90113     0.050     12257     12061     15631
   6.86446   6.90097     0.050     12265     12072     15653
   6.86429   6.90080     0.050     12281     12087     15679
   6.86412   6.90063     0.050     12256     12063     15653
   6.86395   6.90045     0.050     12265     12077     15664
   6.86378   6.90026     0.050     12263     12073     15667
   6.86361   6.90007     0.050     12256     12069     15650
   6.86344   6.89988     0.050     12256     12073     15671
   6.86327   6.89968     0.050     12256     12075     15668
   6.86310   6.89949     0.050     12258     12078     15686
   6.86293   6.89930     0.050     12253     12073     15673
   6.86276   6.89912     0.050     12254     12076     15683
   6.86259   6.89893     0.050     12260     12084     15687
   6.86242   6.89876     0.050     12254     12080     15685
   6.86225   6.89859     0.050     12240     12068     15680
   6.86208   6.89842     0.050     12261     12091     15700
   6.86191   6.89824     0.050     12252     12084     15696
   6.86174   6.89806     0.050     12242     12073     15688
   6.86157   6.89788     0.050     12255     12086     15707
   6.86140   6.89770     0.050     12257     12090     15717
   6.86123   6.89751     0.050     12235     12072     15698
   6.86106   6.89732     0.050     12239     12079     15706
   6.86089   6.89713     0.050     12261     12099     15728
   6.86072   6.89694     0.050     12242     12082     15714
   6.86055   6.89676     0.050     12228     12071     15701
   6.86038   6.89659     0.050     12254     12098     15743
   6.86021   6.89642     0.050     12240     12086     15717
   6.86004   6.89625     0.050     12225     12071     15715
   6.85987   6.89609     0.050     12237     12087     15728
   6.85970   6.89593     0.050     12251     12101     15749
   6.85953   6.89576     0.050     12230     12080     15719
   6.85936   6.89560     0.050     12231     12083     15733
   6.85919   6.89543     0.050     12244     12097     15747
   6.85902   6.89527     0.050     12248     12104     15766
   6.85885   6.89510     0.050     12211     12068     15725
   6.85868   6.89494     0.050     12233     12089     15751
   6.85851   6.89477     0.050     12240     12103     15761
   6.85834   6.89460     0.050     12228     12091     15749
   6.85817   6.89444     0.050     12222     12086     15748
   6.85800   6.89429     0.050     12248     12114     15778
   6.85783   6.89413     0.050     12224     12092     15755
   6.85766   6.89399     0.050     12215     12081     15753
   6.85749   6.89385     0.050     12235     12105     15773
   6.85732   6.89371     0.050     12225     12097     15771
   6.85715   6.89357     0.050     12219     12094     15769
   6.85698   6.89344     0.050     12226     12099     15775
   6.85681   6.89330     0.050     12224     12099     15777
